text,speaker
yeah he's got all sorts of milk there .,adult
how you doing ?,adult
fine thank_you .,adult
"that's right , we don't have a slide .",adult
"Marky showed me this house with a swimming pool , and he said look it's just like what we have but we don't have a slide .",adult
what else don't we have ?,adult
rings .,adult
we don't ...,adult
uhhuh .,adult
we do have rings but we didn't put them up .,adult
yeah I know .,adult
yeah .,adult
we should put them up right ?,adult
nuh it's not summer yet .,adult
no ?,adult
yes it is now it's getting nice .,adult
springtime is nice time .,adult
we should put them up .,adult
we should put them up right ?,adult
well we hafta hurry .,adult
why not right ?,adult
yeah .,adult
right .,adult
we should hurry .,adult
we should hurry yeah .,adult
okay .,adult
don't you think we should hurry ?,adult
yes I think so .,adult
well if I eat some more food I'll grow big .,adult
uhuh .,adult
right .,adult
some more big .,adult
right .,adult
I saw a big rock .,adult
okay .,adult
eee !,adult
it's heavy !,adult
okay throw it .,adult
ugh !,adult
okay come on .,adult
hands .,adult
dad !,adult
gee that rock was big .,adult
yup .,adult
wasn't it big ?,adult
yup .,adult
very big .,adult
hey I have another rock .,adult
I wanna take this home .,adult
I wanna take this one home .,adult
okay .,adult
can I have your hand good .,adult
I mean I think this rock is frozen .,adult
right .,adult
I know that this rock is .,adult
right .,adult
that's just on rock .,adult
right .,adult
!,adult
.,adult
jeez .,adult
do you know when we're done ?,adult
we're done ?,adult
ummhm .,adult
okay .,adult
because this's a big walk .,adult
right .,adult
it's too big a walk .,adult
yup .,adult
"got up to the golf course and Marky said ""/.",adult
hey wait a minute there's no more /.,adult
"and I said ""/.",adult
no more ice here .,adult
last time we were up here it was just frozen wasn't it Mark ?,adult
yeah .,adult
when did we come up then ?,adult
what was that when we came up here ?,adult
ah well was it the time of Ben ?,adult
Ben right it was the time of Ben right .,adult
and what what was happening ?,adult
what was happening then ?,adult
nuhhuh when Ben was here /.,adult
uhuh .,adult
when Ben was here /.,adult
yeah ?,adult
when Ben was here he didn't /.,adult
uhuh .,adult
he we got our hands dirty .,adult
I know I know .,adult
so when the ice is there we didn't get our hands dirty .,adult
no .,adult
in the sand .,adult
right .,adult
so_that wasn't the time of Ben .,adult
no .,adult
wasn't the time of Ben .,adult
when was it ?,adult
I don't know .,adult
the day after Ben .,adult
it was later .,adult
yeah later .,adult
right .,adult
and what happened ?,adult
huh ?,adult
and what happened then ?,adult
who went ?,adult
huh ?,adult
who were the people that came up ?,adult
what were their names ?,adult
huh ?,adult
what were the names of the people ?,adult
I don't know .,adult
Ross ...,adult
I thought you meaned the golf course people .,adult
no no the people in our group .,adult
who were they ?,adult
we don't have a group we have a house .,adult
no we have a family .,adult
yeah .,adult
who are the people in our family that came ?,adult
oh the family that lives there you mean .,adult
yes .,adult
Mark Dad /.,adult
and Dad .,adult
dad .,adult
and ...,adult
mom .,adult
and Mom okay .,adult
good .,adult
but Ben doesn't live there .,adult
who ?,adult
Ben didn't hasn't .,adult
no Ben doesn't right .,adult
you didn't mean the people that visit us .,adult
right .,adult
hey wait Dad ?,adult
yep ?,adult
?,adult
right .,adult
oh .,adult
hand .,adult
huhuh we don't hold hands .,adult
no .,adult
okay .,adult
it's easy to get up this big mountain .,adult
mhm .,adult
ah .,adult
ah .,adult
ah .,adult
see how big it is ?,adult
yep I sure do .,adult
ah !,adult
that's good .,adult
ah !,adult
good .,adult
good Mark .,adult
wait .,adult
we're going down here to look at some pretty building Mark .,adult
is that really a building ?,adult
yeah it's really a building uhuh .,adult
wow it's really big you know ?,adult
you bet .,adult
look how big it is .,adult
it's bigger than our house isn't it ?,adult
yeah .,adult
yeah it is .,adult
because buildings are bigger than houses .,adult
well houses are small buildings .,adult
oh .,adult
they're a small type of building .,adult
yeah .,adult
yeah .,adult
but those are big kind of buildings .,adult
that's a big kind of building .,adult
it's almost up to the sky .,adult
yup .,adult
yup .,adult
that weighs a_lot_of pounds doesn't it ?,adult
yup .,adult
yup .,adult
it does .,adult
wow .,adult
you like it ?,adult
gee it was a big big lot of pounds .,adult
yup you like it ?,adult
too much pounds .,adult
uhuh .,adult
look how much pounds it was .,adult
right .,adult
and here's some pretty stuff too .,adult
here's the old part of the building .,adult
ah .,adult
isn't that nice ?,adult
that part of the building looks neat .,adult
you like the old part ?,adult
yeah .,adult
uhuh .,adult
it's a big building isn't it ?,adult
yeah .,adult
a_lot_of nice places .,adult
yeah .,adult
hey look .,adult
there's the moth Daddy .,adult
mhm .,adult
over there .,adult
what time do we go back ?,adult
oh yes we'll go back I just wanted you to see the whole building .,adult
dad can you get in ?,adult
"trying to get in the door I said it's closed and Mark said ""/.",adult
yeah I know get the keys .,adult
"and I felt into one pocket and he said ""/.",adult
no that's where the rock is .,adult
"he was right though , the keys were in another pocket .",adult
he remembered that he had put the rock in my right pocket .,adult
and I that I was feeling for the rock and not for the keys .,adult
are you getting the rock ?,adult
yeah let's get inside and we wash my ...,adult
are your shoes clean Mark ?,adult
oh .,adult
see mine are dirty .,adult
you better take yours off too .,adult
mine are dirty too .,adult
put them over here .,adult
here .,adult
huh .,adult
clean them up .,adult
hey now we hafta have lunch .,adult
had fun .,adult
.,adult
gee .,adult
now I .,adult
"brought up picture to me and said ""/.",adult
Dad you know how they call kind of fish a seahorse ?,adult
well I made a seadog and here's a seabone .,adult
and he pointed to the seadog and the seabone in his picture .,adult
and he thought that was funny and I laughed and he laughed both .,adult
Ross won't let me say that I was copying something off of a sheet of paper .,adult
"he says ""/.",adult
copy off of ?,adult
you can't say that right ?,adult
okay because we mostly say copying the sheet of paper .,adult
"yeah you useta say when you were a little baby you useta say ""/.",adult
stop copying off of me .,adult
right ?,adult
and that's not right but from a sheet of paper it's okay to say copy off a sheet of off a sheet of paper .,adult
see I copied off the sheet of paper .,adult
I copied the numbers off the sheet of paper .,adult
you see ?,adult
but if I said I copied Mark off a sheet of paper that wouldn't be right .,adult
I couldn't copy Mark off a sheet of paper could I ?,adult
if I said I copied off of Mark I copied the numbers off of Mark ?,adult
no .,adult
remember when Marie_Hel is it Laure_Isabelle and Marie_Helene were eating icecream in the old days ?,adult
I saw those spots .,adult
he was referring to spots of ice cream on the table .,adult
and and me and Ross .,adult
you were all eating icecream in the old days right ?,adult
and I was right here .,adult
okay good .,adult
"Ross said he wanted to have Derrick come over for rollerskating and I said ""/.",adult
yeah on Friday and you can tell him .,adult
"then he said ""/.",adult
"and I said ""/.",adult
yeah today is Thursday and tomorrow's Friday and you can tell him then .,adult
"and he said ""/.",adult
"and I said ""/.",adult
yeah Thursday .,adult
"and he said ""/.",adult
"and I said ""/.",adult
no no I said Friday .,adult
he wanted to be clear about what day it was today and /.,adult
maybe I can .,adult
"no I I'm sorry , I thought you meant Tuesday and I said ""/.",adult
no I meant Thursday .,adult
"we asked Mark if he would pick up the pick up his oh take his medicine and he said ""/.",adult
anytime anytime .,adult
"Mark had a waffle and he said ""/.",adult
thanks but I need some syrup .,adult
.,adult
thanks Mom .,adult
I can cut it .,adult
could you get me a fork and a knife ?,adult
and a knife ?,adult
yeah .,adult
okay .,adult
how many do you need 0to get this part done .,adult
I'll do that .,adult
I'll do that .,adult
wait wait wait .,adult
hold on .,adult
I'll do the hard one .,adult
you'll do the cutting ?,adult
you'll do the hard cutting ?,adult
yeah .,adult
okay that's this part over here .,adult
yeah okay can I do the hard ?,adult
yeah okay and I'll do the other part .,adult
I'll do the ...,adult
huh ?,adult
now you do that part right there ?,adult
okay there you are .,adult
okay .,adult
"I wanted to zip Marky's coat up and he said ""/.",adult
I can zip .,adult
?,adult
oh wait .,adult
.,adult
alright I'll go ahead and do it my self .,adult
in the mean time .,adult
really I mean it's just hold on I guess in this case .,adult
okay you got it all up ?,adult
not all up .,adult
ready to do the extra pit ?,adult
whispered this is the hard part .,adult
and then you can do the other part okay ?,adult
you know what ?,adult
what ?,adult
how many times I could zip my coat ?,adult
I bet you could .,adult
but this is hard here .,adult
in the school I could .,adult
yeah .,adult
oopsie .,adult
you what you hafta do ?,adult
what ?,adult
to get this all the way down and hold it .,adult
then it's not too hard .,adult
and then you can do that .,adult
oh I don't know .,adult
you can do that .,adult
okay now take that all the way up now okay now get /.,adult
hey these feet pajamas have pockets .,adult
pockets .,adult
isn't that great ?,adult
now take the plate and the spoon on down to Mom .,adult
0I told Marky we were going to go to Denver this summer .,adult
"and Marky said ""/.",adult
I don't remember that Denver .,adult
"Marky came into bed and he said ""/.",adult
I brang some two Ewoks in so you wouldn't fight .,adult
"and Mary said ""/.",adult
that's not enough we wanted two of you .,adult
"and he said ""/.",adult
there's no such thing of two of Mark .,adult
that was there's no such thing as two Markys .,adult
I mean is it only one Marky ?,adult
what ?,adult
we could make an extra one .,adult
just like we made an extra Ewok .,adult
yeah abra_cadabra .,adult
abra_cadabra .,adult
would you like us to make another Mark ?,adult
?,adult
and how could we ?,adult
like another Mark ?,adult
it was like Mommy made two Ewoks do you want me to do it ?,adult
when I was little /.,adult
yeah .,adult
you want me to make another Mark ?,adult
yeah okay .,adult
what will you do with the other Mark ?,adult
eesh I don't know .,adult
will he take all of your toys ?,adult
maybe he would help me build them .,adult
help you build ?,adult
he would work with you ?,adult
maybe .,adult
maybe he'd be your best friend .,adult
mm maybe .,adult
okay ready ?,adult
we'll make another Mark .,adult
ready ?,adult
ready .,adult
we hafta use extra powers .,adult
ready ?,adult
ready .,adult
ready ?,adult
.,adult
yeah .,adult
.,adult
zzz .,adult
oh oh it's gonna hurt .,adult
you don't mind do you ?,adult
no .,adult
okay now it's gonna really grab you because gonna pull hard .,adult
"Marky said ""/.",adult
don't do it and /.,adult
and my .,adult
"and I said ""/.",adult
you aren't really gonna do it ?,adult
"and he said ""/.",adult
no blood is in there not another guy .,adult
not really another guy .,adult
not really another guy .,adult
I think another guy's inside I gotta pull him out .,adult
ready ?,adult
no no no Daddy .,adult
I gotta pull the whole boy apart to get the boy .,adult
but then me /.,adult
